,date,content,poster,posterUrl
320,2023-01-09,"#社群行銷實習生  熱烈應徵中Yourator 團隊積極擴編，招募社群行銷的實習夥伴中，讓我們一起用多元化的行銷方式，翻轉現有的求職市場！󠀠Yourator 團隊熱烈招募中！▻ 社群行銷實習生：https://yourator.pse.is/4jj6cl。▻ 影音編輯實習生：https://yourator.pse.is/4kz5mh。▻ 業務開發實習生：https://yourator.pse.is/4k36pq。▻ 日文內容行銷實習生：https://yourator.pse.is/4ls49z。▻ 英文內容行銷實習生：https://lihi1.com/Yiz1q－為什麼推薦你加入我們？在 Yourator 工作，你可以很輕易的接觸到知名企業、很有潛力的新創公司、與各種社群 KOL 串連合作，透過社群、內容等多種行銷管道宣傳 Yourator 的服務，以及站上企業雇主品牌，同時讓你的行銷作品被更多人看到！Yourator 行銷團隊也經常一起研究最新的行銷策略，定期透過讀書會與線上課程學習廣告投放、社群推廣、SEO 策略、...等廣博的行銷知識。如果你有新的想法，想自己發起全新的專案，我們也都願意和你一起討論，做你的強力後盾！－社群行銷實習生｜主要工作內容Instagram、Facebook 的社群行銷策略社群合作的提案發想與企劃執行各式成效整理，並透過數據提供優化方案支援 Yourator 會員再行銷管道（如 EDM）的維運協助其他行銷活動、線下活動支援等相關事項󠀠 我們希望你有這些特質與技能能使用 Illustrator, Canva 等工具製作美觀的社群素材（會插圖更加分！）充滿創意，能快速撰寫流暢易讀的社群文案對時事議題有關注與敏感度，能從中迅速發想主題並轉換成社群行銷內容曾經執行過異業合作、社群串連等專案，理解合作溝通技巧對於職涯、創新商業模式、科技議題充滿興趣，平時關注相關的議題與媒體○ 點我投遞：https://yourator.pse.is/4jj6cl󠀠工作條件【以上職位皆為一學期的實習計畫】日期：從九月開始至學期結束，一週排班三天以上（包含三天）工作時段：週一至週五，早上 11:00 ～ 晚上 19:00 （包含一小時休息時段）薪資：時薪 176 元＊如果表現優異，可以討論留任或其他工作機會 ✨＊如果臨時有急事無法進辦公室，我們歡迎也你申請遠端！󠀠點擊投遞連結，可以查看詳細的工作內容，有任何問題也都可以直接私訊我。 歡迎所有對於職涯、新科技、人資領域充滿熱情的學弟妹加入我們，一起創造更多趣味！",賴柏衡,/profile.php?id=100001139727333&eav=AfYn0-UgHh-MMlvm4c3wo-zaFg1yaaIWZMOlt4y4YSBDXNMlApMhfVee_gNsArO1nNY&refid=18&__tn__=C-R&paipv=0
321,2023-01-08,#新創 #實習 #商務開發【 實習】Boostime 商務開發實習生擔任 Boostime 的商務開發實習生除了可以對這個職務有更深的認識外，更可以站在前線直接接觸市場與客戶，培養實戰能力！Boostime 的大家對每個人的想法都很重視，在這邊可以盡情展現自己，適合學習力強、勇於挑戰並且能應對不同產業需求的你！對商務開發有興趣的朋友快來應徵加入我們吧！—【公司名稱】Boostime 博時科技【工作職缺】商務開發實習生，詳情請見 https://pse.is/btbdintern2022【徵求條件】可獨立作業，並擁有獨立思考和解決問題的能力快速學習的能力，關注創新的商業模式大四以上學生優先，將有機會轉為正職【公司福利】可遠端工作且時間彈性合作客戶搶先踩線體驗行程不定期舉行 Teambuilding 活動與各產業、品牌創辦人直接接觸【工作地點】可自行安排【工作時間】實習時間彈性安排，可配合半年以上且每周可配合三天者優先！【薪資待遇】$176元起 / 小時（隨能力與經驗調升）【勞健保】有【實習計畫中還有...】1 on 1 Mentor、多元學習資源【連絡方式】請將履歷寄至：bd@boostime.me信件主旨：[ 應徵 ] 商務開發實習生｜姓名歡迎於投遞時附上作品集網址、或任何讓我們能更了解你的內容更多詳情請見：https://pse.is/btbdintern2022,夏震華,/euanhsia?eav=AfZ_xOQVX4Yl_k_BtXYsvYiTI4L8FJZPF-u4KL9-iLslm4133HmW6OFctZvfLMQRIU8&refid=18&__tn__=C-R&paipv=0
322,2023-01-08,#徵才訊息。 Tiga台灣高爾夫學院 – 行政助理。 Tiga成立於1999年，為全台最大的兒童高爾夫教育機構，。 擁有美國、澳洲、台灣PGA認證之資深教練所組成的教練團隊，立志於提供所有學員最正統的高爾夫教育和學習體驗。。 若對於教育、運動產業感興趣的朋友，Tiga大家庭歡迎你的加入！。 🔗Tiga官網：http://www.tiga.com.tw/。 工作內容：。 1. 提供課程服務。 2. 留意學員擊球安全。 3. 協助行政交辦事項。 4. 拍照記錄上課花絮。 5. 維護場地整潔。 具備條件：。 1. 有耐心，喜愛小朋友。 2. 個性積極熱心，肯努力學習。 3. 具備基本電腦使用能力。 工作待遇：時薪180元。 工作性質：平、假日工讀，歡迎大學生兼職。 上班時間：週六9:00-16:00 (中午休息1小時)；寒暑假平日可上班尤佳。 上班地點：Tiga新店教學中心 (大新店高爾夫練習場)。 可上班日：2022年2月開始 聯繫方式：LINE@、電話、EMAIL。 聯絡窗口-Tiga台灣高爾夫學院：易先生。 官方LINE ID：@tiga.tw。 連絡電話：0972046064 ; 02-29138024。 電子信箱：履歷請email至willy.yih@tiga.com.tw。 聯絡地址：新北市新店區環河路150-5號2樓 (大新店高爾夫練習場),台灣高爾夫學院Taiwan International Golf Academy,/TIGA.GOLF.TAIWAN?eav=Afa7UyxwXjx4E9RfEphVFRmTDJaOUjvcWIra8BbTzFNpX55HwgsbAE40rwq9StH9HEg&refid=18&__tn__=C-R&paipv=0
323,2023-01-07," #日商 #實習 #自動化 #機械設計 #專案工程師 #台灣村田機械★★成為專案工程師的第一步，這份實習可以提供...★★。・豐富的製圖、提案練習及OJT訓練，雙軌制技能培訓及專案企劃研修。・定期且完善工作回饋以及評估環節，發掘你的潛力。・個人專用PC以及舒適明亮的辦公環境（咖啡、茶飲喝到飽）。・★★透過這份實習，你可以獲得…★★ 。・一窺具發展性的自動化業界生態，掌握產業最新資訊及脈動。・由業界前輩指導，快速培養實戰力。・探索開放、專業的非典型日商職場，接軌未來職涯規劃。・表現優異者，實習後有轉正機會！★★詳閱海報應徵資訊，名額有限、先到先審★★ 【公司名稱】台灣村田機械股份有限公司 【工作職缺】機械設計實習生（2023/02中旬~08月底）【徵求條件】　1. 需具備基礎的Excel、AutoCAD操作能力　2. 大四/碩士生/畢業一年以內新鮮人【薪資待遇】 27,000元／月（有勞健保、員工團保）【工作設備】 提供個人筆電【公司福利】 三節獎金、無限供應咖啡茶飲、不定期聚餐及Happ hour【立即應徵】https://www.104.com.tw/company/azqc4bc",許家瑜,/yu.hsu.104?eav=AfZQnBFSgMG-A53DhEPswRCqElsiRklknTXPnUzDotj6GO5pgqSqUb680-2wiZaBsxM&refid=18&__tn__=C-R&paipv=0
324,2023-01-06,"【 2023二拾衫春季實習計劃開跑，熱烈申請中🌱】 每天你將有機會在你的專長發揮影響力，更重要的，是有機會再跨出一些自己的舒適圈，從做中直接學習（Action Learning），挑戰更多的可能性！ 👉🏻實習完整資訊 🔗 https://bit.ly/3CrN4fp 【品牌簡介 - 二拾衫】 我們的服務在2021年6月上市，至今已與近百位網紅合作推廣，其中包括了：孟耿如、梁以 辰、陳零九、邱鋒澤、展榮展瑞、董仔...等，將「永續環保」與「時尚」融合，讓上萬件閒 置衣物在系統中流通，而其中成功循環之衣物高達近8成。為了讓二拾衫的永續時尚在地深耕且規模化，我們正在尋找渴望在新創體驗高速成長、勇於挑戰、樂於解決問題與學習新知識的你加入團隊。團隊的每一位夥伴都肩負重任，在一片藍海市場中不斷嘗試，找出有效的方法帶來卓越績效。歡迎與我們一同形塑未來的時尚樣貌，一同成為台灣永續時尚持續前行的動力。  【品牌價值觀】 在投遞履歷前，我們想和你分享公司文化，讓你更了解二拾衫的核心價值。 在團隊中，我們期望你是 Team Player：重視團隊且能與夥伴共患難。 而我們會依以下徵才標準招募夥伴： 1. 追求卓越 — 不自我設限，持續挑戰並解決問題，將今天的最好當作明天的最低標準。 。 2. 坦誠溝通 — 我們很在乎就事論事，鼓勵大家提出自己的想法。決策前充分討論，決策後充分執行。。 3. 保持彈性 — 面對變化所帶來的困難能充分調適，並正向帶動身邊夥伴。。 4. 永續時尚 — 和團隊共同重塑時尚樣貌，讓二手成為主流，讓永續得以實踐。     。 【實習職缺介紹】 🌱平面視覺設計實習生 我們把臉書粉專從0做到了40,000人，從40,000到100,000的過程歡迎你的加入。大部分行銷預算由這個team掌握，如果你對自己的製圖、文案、審美有信心，想要了解更多廣告投放、與代理商的合作細節，歡迎來跟我們聊聊吧！ 職務摘要： 1. 發想官網視覺，優化使用者介面的體驗。。 2. 製作官網、廣告、社群圖素，參與各部門設計專案。。 3. 優化圖素設計，提升CTR並降低CPC。。 4. 整理品牌圖庫素材。。 5. 其他主管交辦事項。 必要條件： 1. 熟悉使用PS、AI。 2. 熟悉簡約設計風格。 3. 敏捷應變、快速交付成果的能力。 4. 對流行女裝及相關時尚資訊掌握度高 加分條件： 1. 廣告文案寫作能力。 2. 數據整理與分析能力。 3. 對電商行銷企劃發想執行具備熱忱與興趣 🌱品牌行銷實習生 我們身為新潮流的倡議者，需要一個個吸睛的品牌行銷企劃來抓住群眾的目光。如果你有對時事、短影片敏銳的洞察力、高效率影片完成力、或對IG的美感、排版、調色有興趣，歡迎加入在萬人的IG上驗證你的企劃。 職務摘要： 1. 企劃、拍攝、剪輯短影片，傳遞品牌知識與價值給粉絲。。 2. 製作出爆款影片，吸引更多民眾認識與了解品牌。。 3. 參與限時動態等其他社群經營。。 4. 持續優化影片拍攝流程與主題 必要條件： 1. 大眾喜好掌握度高。 2. 手機剪輯軟體熟練，如：剪映，以因應快速產片需求。。 3. 對熱門影片/話題敏感度高。 加分條件：  1. 經營社群帳號經驗。 2. 短影片拍攝經驗。 3. 人像拍攝美感與能力佳（可參考IG） 🌱顧客經營實習生 你將會站在品牌對外的第一線，代表品牌和消費者溝通。你會需要擅長與人接觸和很強的溝通技巧，會有mentor手把手教你如何回應他們的要求。若你對於商業、網路、行銷、營運、電商任一議題有興趣，千萬要把握此次機會！ 職務摘要： 1. 傳遞品牌理念，提升消費者品牌感知。 2. 協助顧客透過電話了解衣物處理服務內容，引導顧客下單。。 3. 回覆顧客文字訊息，解答顧客難題。。 4. 處理顧客訂單相關問題。 5. 處理電商後台資料異動。 6. 其他主管交辦事項 必要條件： 1. 做事細心，邏輯能力強。 2. 清晰的口語表達能力。 3. 跨部門協作能力 加分條件： 1. 有客戶服務經驗。 2. 內容型文章撰寫能力 【徵求條件】。     | 大學生（大三以上）、研究生，不限科系。     | 符合品牌價值觀 【薪資待遇】NT$ 180/hr 【有無勞健保】有 【實習福利】  • 迎新派對：公司小文化，到職第一天一定要來個歡迎會。只有二拾衫，沒有距離。。  • 時尚購衣：超低員工折扣，在二拾衫創造屬於你我的永續時尚。。  • 下午茶：每週一次的下午小點心，讓你吃飽飽再上工！。  • 生活機能完善：離捷運站僅5分鐘路程，上下班超方便，中山區的美食任你選。對面還有大公園讓你激發靈感、吸收芬多精。。  • Party Night : 我們喜歡慶祝，業績達標會在信義46樓party，期待下個派對有你加入！。  • 開放的溝通文化：有話當面說，有問題我們一起解決！     。 【實習時間】。  • 春季學期開始至學期結束。(訂定2023/2/13起)。  • 春季期間能配合每週實習16-20小時以上，週一至週五，10:00 AM - 9:30 PM皆可安排 【實習地點】台北市中山區龍江路335號B1 (捷運中山國中站) 【申請方式與截止日期】 Step 1：。 立即花 1 分鐘簡單填寫「二拾衫 2023春季實習計劃線上申請表單」中的基本資料，確保接下來能收到此次實習計畫最新資訊 >>https://www.surveycake.com/s/4LakZ Step 2 ：。 投遞履歷及相關作品集至信箱 23twentythree.co.hr@gmail.com ，如有任何加分項之作品集或可以讓我們更認識你的資料都歡迎附上。 截止時間：2023/1/28（六）23:59 止，履歷採先到先審制，最遲將於 2/8（三）通知錄取結果 ✨立即查看實習完整資訊 🔗 https://bit.ly/3CrN4fp",高岷,/profile.php?id=100000787502268&eav=AfZ9xpVZb1Kaxxkt8cFlmYYILAQj6uPxjPPmWuIzabkI2iO09kxlC6LftsF6dfbp12Y&refid=18&__tn__=C-R&paipv=0
325,2022-12-22,（已徵到！謝謝）【Tatler Taiwan 誠徵長期行政工讀生】工作部門：總務部工作地點：台北市大安區光復南路630號3樓（近信義安和捷運站）工作時間：一週3個半天（時間可協調）薪資待遇：依照勞動部基本薪資計算（吃飯、休息時間1小時不計薪）期望上工時間：近期工作內容：✷ 電話接聽、前台接待✷ 資料與表格整理✷ 整理、寄送書籍✷ 主管交辦事項工作需求：✷ 細心、認真負責✷ 邏輯清晰、應變及溝通能力強✷ 熟悉基礎Excel歡迎對媒體、行銷廣告、美妝、時尚產業有興趣者，將履歷寄至 winneca.hu@tatlerasia.com 胡小姐 ，信件標題格式：「 你的姓名｜應徵 Tatler Taiwan 行政工讀生 」，並附上可以配合上班的時間！【 Tatler Taiwan Info 】官網：https://tw.asiatatler.com/FB：https://www.facebook.com/tatlertaiwan/IG：https://www.instagram.com/tatlertaiwan,何佳蓉,/profile.php?id=100003097670826&eav=AfbsGusikEb20IoSxS5R_EE1irLDGgCXqcmK0msb19shgdWsLZKLjzPo4pu0eFePJbg&refid=18&__tn__=C-R&paipv=0
326,2023-01-06,冷冷的天氣，用愛來溫暖彼此吧！💙。 【大手牽小手，你是我生命的貴人】。 如果你喜歡英語；喜歡小朋友；喜歡幫助人的話….。 這個機會你絕對不能錯過！😍 📍計畫介紹：。 名稱：活化玉山圖書館英語閱讀學伴計畫。 主旨：由大學生至國小輔導小朋友，幫助提升小朋友英語學習能力，並讓大學生有關懷社區和貢獻所學的機會。 更重要的是！！！。 你能藉由這個計畫成為小朋友心中最棒的榜樣！。 雖然我們可能無法改變這個世界，但你可以改變這些小朋友的世界！ 📃申請資格看這邊：。 1. 國立臺北大學、銘傳大學，不限科系在學生(含研究生、延畢生)。 2. 須熟悉自然發音法、英語發音佳、具愛心、耐心、有責任感。 3. 具獨立前往學校之能力；具駕照及自備汽機車者尤佳。 4. 通過面試者須配合本計畫安排，全程參與教育訓練及出席專案會議、輔導討論會議 💰工讀金。 於隔月發薪，報名視同可接受該情況：。 1. 每組學伴獎助型$5500/月（含備課時數)，不包含寒暑假時間。如兩人一組，則依此時間（固定星期制）分配輔導費用。 📢報名截止日期：1/11（三）中午11:00前 更多詳細資訊，請參考報名表單內容！ 臺北大學：。 https://forms.gle/UKowGwbDWoKofrf86。 銘傳大學：。 https://forms.gle/BeuACdPjDUdzrquVA,Yu-han Zheng,/profile.php?id=100006139564873&eav=Afar09KnYyvrJnMoeGId7-KhDwDatFBa28Ml0U2DdPIzHfx67YiGP1aoNLeheCcrG5E&refid=18&__tn__=C-R&paipv=0
327,2023-01-06,"#美商英特格科技人培育計畫 【公司名稱】美商英特格。 【工作職缺】研發工程、應用工程、人力資源、化學分析、行銷管理、資訊工程。 【徵求條件】學士/碩士/博士或已取得下一階段學歷許可。 【薪資待遇】NTD$40,000 - NTD$55,000 *學期期間依照時數計算。 【聯絡方式】至英特格104招募網站投遞履歷。 【工作地點】新竹。 【工作時間】2023/04/07-2023/08/31>>學期間實習24小時 (週) /暑期間實習32小時 (週) #美商英特格科技人培育計畫Internship Program是什麼呢？。 為期五個月的精實實習，透過實際參與專案，加深同學對半導體產業的瞭解以提升專業力 #2023年度實習職缺包括哪些呢？。 研發工程、應用工程、人力資源、化學分析、行銷管理、資訊工程 🔗🔗🔗詳細實習職缺內容：https://www.104.com.tw/company/ay2k6eo",Emily Chen,/profile.php?id=100000299323253&eav=Afa604abWbRUcB2_v86qAbrM9O6LPd8s5ch9PDwXSdgqxx2JsQQfobC4Uln0wQ9JnMA&refid=18&__tn__=C-R&paipv=0
328,2023-01-04,"【一起成為說台灣故事的人，Like It Formosa英語導覽員招募中】現在就加入我們，請於1/8（日）前填寫招募報名表 ► https://muf.pse.is/4nrf77。#關於LikeItFormosaLike It Formosa成立於2015年，為台灣最大的英語導覽公司，從「教育」以及「旅遊」兩面向著手，培育外語能力優異的台灣人成為城市導覽員， 以徒步的方式帶領外國人到旅遊書不會提及的私房景點，並分享只有在地人才知道的奇聞軼事，服務遍及台北、新北、桃園、台南以及高雄等城市。目前已培育220位專業導覽員，接待過來自70個國家的36,000多名外國旅客，並教授5,800名以上的台灣人如何用英文介紹台灣。現為TripAdvisor上全台灣排名第一的步行導覽，2017~2020連續四年獲頒TripAdvisor年度卓越獎，2018年獲頒FREETOUR.com全亞洲第三名的小費制導覽 (3rd Best Free Tour in Asia)，並於PitchCamp台灣創業路演巔峰對決贏得冠軍，2020年入選關鍵評論網未來大人物，2021獲得LaVie台灣創意力100雙年獎創意平台獎。",黃詩淇,/noya0914?eav=AfYIqVHDpDyZjwnuIXPZISG1W2maUwFJSOd0ln1_pGLLfA__aSTZePc2f1jE6tI_Nlw&refid=18&__tn__=C-R&paipv=0
329,2023-01-05,[代PO] 【實習】IPR Advisors  Equity Research Internship。 【公司名稱】。 IPR Advisors 為台灣第一家致力於站在企業觀點，協助台灣優良上市櫃公司的創辦人、執行長與高階經營管理團隊了解國際規定、市場動態、行業發展及股東期待，並轉換經營者語言，協助與股東溝通，達到整合性的國際標準之諮詢機構。 IPR Advisors 有專業、多元及資深的團隊，曾任職於外資投資機構、外資券商、國際指數公司、大型上市公司投資人關係以及會計師事務所顧問，以協助企業提升股東價值。 業務內容: 提供企業客製化和量化諮詢服務。包含: 檢驗企業績效與策略、精準行業對標及正確市場定位、以對的語言，對的方式，與對的股東溝通、基本面、市場面及永續面經營分針的國際標準等服務。。 https://ipradvisors.com/ 【工作內容】。 1.研究及監測所負責之產業及企業訊息，參與企業法說會。 2.定期撰寫產業及個股中英文研究報告。 3.視客戶需求製作相關報告及與客戶簡報。 4.其他主管交辦事項 【徵求條件】。 1.大三以上，不限科系，碩士生優先。 2.對研究台灣潛力企業有興趣。 3.熟悉Excel、PowerPoint、Bloomberg & TEJ操作。 4.細心、負責、可共同作業。 5.英文佳，有台灣資本市場、產業相關研究經驗為佳 【招募人數】3-4位  。 【工作時間】一年期，一周進班2天以上。實習完後有轉正機會。 。 【薪資待遇】以政府規定之最低時薪計 【工作地點】臺北市信義區基隆路1段333號10樓 (國貿大樓)，位於紅線台北101站附近 【聯絡方式】 中文履歷於2023/1/20（五）10:00AM前寄至 brandy.huang@ipradvisors.com。  採先到先審，額滿即停止招募，建議提早繳交~,鄭宇媗,/profile.php?id=100002726210929&eav=AfZ7oRvh9CeFB6S7HXiC6ua5Tj3YuZMUlowlq90iPYSPjylblwwo-qgS3lQ8rH1Rhzg&refid=18&__tn__=C-R&paipv=0
330,2023-01-05,#品牌設計 #實習生 #徵才【Gogolook 品牌設計實習生 徵才中 🤩】Gogolook旗下金融科技品牌「貸鼠先生 Roo.Cash 」提供市場上最新的金融商品資訊並透過特點分析與比較拉近民眾與金融商品的距離。「品牌設計實習生」將協助品牌設計師一同經營品牌形象，並以新穎的方式讓更多人認識我們，並收集使用者反饋，將產品不斷延伸與演進。【公司名稱】Gogolook 走著瞧股份有限公司【工作職缺】品牌設計實習生 Brand Design Intern【工作內容】⭕️ 日常設計協助：配合製作線上行銷活動相關素材，例如：社群行銷素材、數位廣告素材、文章縮覽圖…等⭕️ 廣告視覺操作：透過廣告設計與後續成果追蹤，掌握品牌用戶的輪廓，針對不同TA和商品特色給予適合的品牌訊息⭕️ 識別系統規劃：與團隊一同發展品牌視覺的系統，優化品牌整體視覺體驗。【徵求條件】對金融商品、數位品牌有興趣擁有好的美感，並對自己的設計作品謹慎負責熟悉設計軟體操作，Ai 與 Photoshop 為主要設計工具自主性高，並持續學習，擁有極高求知慾時間管理大師，追求自己準時達成任務–- 加分條件 —對UI、UX有興趣能夠使用Figma、Canva..等等線上協作的設計工具具有html、RWD..等等網頁相關概念使用Mac、熟悉OS系統【工作時間】1.日工時範圍：10:00～19:002.每周工作天數：至少 3 天【薪資待遇】每小時薪資 NT$ 176【連絡方式】請至下方 Yourator 網站投履歷https://www.yourator.co/companies/Whoscall/jobs/27033【公司福利】✅ 彈性的上班時間✅ 部分遠端工作✅ 辦公地點交通方便 (就在古亭捷運站出口)✅ 舒適的工作環境✅ 多元化的社團【工作地點】台北市中正區羅斯福路二段102號23樓之1【工作設備】自備電腦,陳惠筠,/gennie.chen.16?eav=AfYL0WQK5_LrwppvWx9lyMx93gA0TXEQUfYSkxTpTMcu8VSEFwLxxOYzn0XnPC__gJ8&refid=18&__tn__=C-R&paipv=0
331,2023-01-05,【實習】皮卡物流科技有限公司/平面設計實習生。【公司名稱】 皮卡物流科技有限公司。【工作職缺】平面設計實習生。【徵求條件】※ 此職缺非寒暑假/短期實習，無法配合 6 個月以上，請勿投遞。工作內容：1. 自媒體(官網、社群、廣告投放)圖片或影片素材產製2. 各式素材繪圖、修圖與排版設計3. 擅長攝影，能夠完成影像剪輯或照片後製、美化等工作4. 其他主管交辦事項職缺條件：1. 具平面、插畫、影片製作能力，有設計美感2. 擅長操作影像設計軟體，如：photoshop / illustrator / Premiere 等3. 需附上設計/攝影作品集或網站連結4. 大二大三尤佳擅長工具    Adobe Photoshop / Illustrator / InDesign / Premiere工作技能    各式影片剪接後製作業 / 執行攝影作業 / 電腦繪圖軟體操作 / 數位攝影技巧【工作時間】1.日班：9:30～6:30、2.每周工作天數至少2～3天。如需請假，請最晚24小時前通知。【薪資待遇】每小時薪資 176 元。【有勞健保】有。【連絡方式】欲應徵的同學請來信 gary.huang@pickupp.io。【工作地點】台北市松山區敦化北路207號3樓之1。【工作設備】有提供。【其他備註】1. 社群經營、文案撰寫或製作簡易GIF動圖的經驗加分2. 歡迎可接受遠距上班，且能如期完成工作者加入,Yen-Chun Huang,/profile.php?id=100001668607602&eav=Afbahav7y_99pxs6N1UPgeIscV1DnyYmNZsIcssprXcin7EF5vbrFB9zfKPpo4jQW7w&refid=18&__tn__=C-R&paipv=0
332,2023-01-03,✦摩登星球影業 | 2023工讀生、實習生【延長招募中】✦。 摩登星球影業，平時拍廣告、拍短片，也拍攝紀錄片。。 星球校長叔叔aka老闆說，摩登星球全名詞注釋就是：一個新舊交融且具有前進意識的所在地。。 歡迎有思想懂溝通的你，參與團隊，一起拍片，一起生活，一起創造更多有意思的想像。。 對了，還有一起尋找更多google map裡的五星級美食喔。。 ▇ 需求＆工作內容。 ｜製片組工讀生x2名｜。 科系：限影視科系或擁有影像製作相關經驗者報名。。 工作內容：參與創意發想、協助拍攝前置準備、資料蒐集、參與拍攝製作執行、協助公司行政事務。。 ✸有實習需求者，也可投遞履歷，不限影視科系，歡迎對影像製作有熱忱者報名！但是請在信件、履歷當中告訴我們，你擅長的領域是什麼。Ps.有設計相關專長尤佳！。 ▇ 參與項目。 紀錄片製作、廣告製作、形象影片製作。 ▇ 工讀期間。 2月中開始，以一學期作為基礎，每週2~3天。。 ▇ 待遇。 時薪176元，團保。 （實習生提供實習津貼）。 ▇ 工作地點。 摩登星球影業有限公司 台北市南京西路262巷11號1樓。 ▇ 時間。 11:00~18:00。 ▇ 面試準備項目。 作品集、相關履歷、自傳。 ▇ 報名截止日。 2023/1/10 午夜12:00。 ▇ 條件。 1. 須能獨立完成交辦事務，融入團隊合作默契。。 2. 細心有責任感、願意主動學習且發揮所長。。 3. 在意人文關懷，擁有正確的性平意識、重視美感及創意敏感。。 4.須自備交通工具、住宿自理。。 5.會開車(熟練)者佳。。 ﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏。 注 意 事 項。 ﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋。 ▇ 請附上下述資料並寄至信箱 hoyuwenn@gmail.com。 ▇ 標題請註明「應徵工讀＋姓名」。 ▇ 信中務必提供：。 1. 作品集、Showreel 檔案或連結。 2. 個人履歷 (相關學經歷/參與過專案與擔任角色/專長/自傳/個人社群連結)。 3. 對這份工讀的期許、任何有助你爭取這份資格的相關資料。 公司粉專：。 https://www.facebook.com/people/Modern-Planet-Productions-%E6%91%A9%E7%99%BB%E6%98%9F%E7%90%83%E5%BD%B1%E6%A5%AD/100063931512208/?paipv=0&eav=AfagZju_jXNHVyYQ60V9fQVp2gc_Rt6dOxFaPn4eg_05EGodaUXAGTY9jBhJJ3Yi27g&_rdr,何瑀玟,/profile.php?id=100001478356898&eav=Afb3gjvDniTFfpdYo6j3Bm619VZuYmK3OHScAl8gr46UBYnTrYV5eoA1V_WPpBaKTgM&refid=18&__tn__=C-R&paipv=0
333,2023-01-03,"🌟 熱烈招募中｜2023 AWS 雲端技術支援實習計畫正式開跑！ AWS提供近200項功能完整的服務，如運算、儲存、資料庫、機器學習、物聯網等。我們的客戶遍布全球190個國家，各規模企業及政府單位皆使用AWS的雲端平台來降低成本、實現創新。 AWS在臺灣正快速地成長，我們正在尋找願意接受技術性挑戰的潛力人才，給即將離開學校、步入社會的你，一展長才的機會。 加入AWS，你將得到：。 * 學習 AWS 最新技術，在領域中佔有一席之地。 * 培養不同面向的技能，為團隊創造卓越的成果。 * 接觸各產業的客戶，了解 AWS 最佳使用情境。 * 接觸不同文化與團隊，與國外工程師溝通合作。 * 經驗豐富的管理團隊和導師來指導你的成長。 * 靈活的辦公方式，與International Transfer的機會。 * 卓越的福利和員工關懷 🤩 實習生表現良好者將有機會獲得正職工作 💰 薪資待遇：經常性薪資超過新台幣40,000元/月 ⏰ 工作時間：一週實習 3-5 天 for 6 months - 1 year 📍 工作地點：臺北 📆 招募期間：即日起，馬上投遞履歷吧 ⛳️ 投遞履歷：CSA實習（臺北）https://www.amazon.jobs/en/jobs/2173880/cloud-support-intern 後續，我們將會舉行一系列的校園宣傳活動，請持續關注我們哦~ 如有任何問題，  請電郵聯繫。 tw-csa-recruiting@amazon.com。 電郵主題：CSA2023 + Inquiry",梁铭原,/profile.php?id=100056518016684&eav=AfZmVgUb0HQojjUDasAUTobolLSCnOJxSQP32_HXaxMcZhDyCBUZgNu7iCM0ouvXp2A&refid=18&__tn__=C-R&paipv=0
334,2022-12-23,(已徵得，謝謝大家)。 【Havas Media 靈智廣告 媒體購買實習生】。 公司介紹：Havas Media 為媒體代理商，總部於法國，在全世界 130 國家共有超過 2 萬名員工，主要客戶包含愛馬仕、施華洛世奇、米其林輪胎、Puma、Tommy Hilfiger等。詳情可上官網查詢: https://havasmedia.com。 ⚫️ 應徵職稱: 媒體購買實習助理。 ⚫️ 職位性質: 實習生。 ⚫️ 工作時間: 一週至少三個工作天 (實際時間可依個人需求討論調整，可配合至少一年)。 ⚫️ 所需技能/特質:。 1. 對工作有熱情與服務熱忱、具責任心。 2. 有良好的工作與學習態度，保持好奇心、同時具備細心與耐心。 3. 具團隊精神，能和他人溝通合作。 4. 熟悉基礎文書處理，如:Excel、PowerPoint、Word。 5. 擅長數字分析及邏輯思考能力。 6. 英文聽說讀寫能力佳，不畏懼與外國人溝通。 7. 大學、研究所在學學生，大三以上。 ⚫️ 職務內容:。 1. 協助報表整理分析 (Shopee Ads)。 2. 將會在正職帶領下，有服務客戶機會與蝦皮廣告操作。 3. 了解各式廣告操作平台 (Business Manager/Google Ads/DV360/LinkedIn/TikTok/Line Lap)。 ⚫️ 工作待遇。 1. 時薪180元。 2. 勞健保。 3. 滿桌零食以及三不五時的聚餐。 4. 會有兩位真心會帶著你一起學習的廣告優化師，讓你熟知各大廣告平台的基 本知識，幫助未來有想從事相關行業的同學，更了解我們的工作，或未來在職 場上，更能無縫接軌!。 可以開始上班時間：最晚1月初。 請將個人簡歷寄到amber.kuo@havasmedia.com。 連絡電話: (02)2718-5558分機9017 Amber。 公司住址: 台北市南京東路三段 131 號 8 樓,張昱琪,/vicky.chang.315080?eav=AfZMjWjRcBB6lVvjZmm53kAOBPpcY5-B_7Dikubn9eKJrNIsxI4uDIstE15uXvJ4xvE&refid=18&__tn__=C-R&paipv=0
